#E/Ry     ,E-EF/eV   ,n_doped/cm-3  ,logn/cm-3     ,S/VK-1    ,sigma_t/Sm-1s-1,log_sigma_t/Sm-1s-1,kappael_t/Wm-1K-1s-1,log_kappael_t/Wm-1K-1s-1,mstar/me  
0.203990,-3.173211,7.357433e+22,22.866726,-5.367731e-06,6.605362e+20,20.819897,3.230099e+15,15.509216,-1.100594
0.204190,-3.170490,7.350558e+22,22.866320,-5.358359e-06,6.625363e+20,20.821210,3.239061e+15,15.510419,-1.103534
0.204390,-3.167768,7.343616e+22,22.865910,-5.346354e-06,6.645377e+20,20.822520,3.248037e+15,15.511621,-1.106545
0.204590,-3.165047,7.336610e+22,22.865495,-5.331916e-06,6.665396e+20,20.823826,3.257027e+15,15.512821,-1.109630
0.204790,-3.162326,7.329543e+22,22.865077,-5.315181e-06,6.685409e+20,20.825128,3.266026e+15,15.514020,-1.112794
0.204990,-3.159605,7.322420e+22,22.864655,-5.296224e-06,6.705409e+20,20.826425,3.275032e+15,15.515216,-1.116043
0.205190,-3.156884,7.315245e+22,22.864229,-5.275104e-06,6.725387e+20,20.827717,3.284046e+15,15.516409,-1.119381
0.205390,-3.154163,7.308021e+22,22.863800,-5.251909e-06,6.745330e+20,20.829003,3.293067e+15,15.517601,-1.122809
0.205590,-3.151442,7.300755e+22,22.863368,-5.226791e-06,6.765230e+20,20.830283,3.302098e+15,15.518790,-1.126327
0.205790,-3.148720,7.293450e+22,22.862933,-5.199982e-06,6.785074e+20,20.831555,3.311139e+15,15.519977,-1.129931
0.205990,-3.145999,7.286112e+22,22.862496,-5.171778e-06,6.804856e+20,20.832819,3.320191e+15,15.521163,-1.133616
0.206190,-3.143278,7.278744e+22,22.862056,-5.142497e-06,6.824571e+20,20.834075,3.329248e+15,15.522346,-1.137375
0.206390,-3.140557,7.271350e+22,22.861615,-5.112419e-06,6.844219e+20,20.835324,3.338301e+15,15.523526,-1.141202
0.206590,-3.137836,7.263935e+22,22.861172,-5.081722e-06,6.863802e+20,20.836565,3.347339e+15,15.524700,-1.145089
0.206790,-3.135115,7.256503e+22,22.860727,-5.050436e-06,6.883324e+20,20.837798,3.356347e+15,15.525867,-1.149032
0.206990,-3.132394,7.249056e+22,22.860281,-5.018418e-06,6.902789e+20,20.839025,3.365311e+15,15.527025,-1.153027
0.207190,-3.129672,7.241599e+22,22.859834,-4.985379e-06,6.922198e+20,20.840244,3.374220e+15,15.528173,-1.157070
0.207390,-3.126951,7.234133e+22,22.859386,-4.950931e-06,6.941547e+20,20.841456,3.383069e+15,15.529311,-1.161156
0.207590,-3.124230,7.226661e+22,22.858938,-4.914674e-06,6.960828e+20,20.842661,3.391859e+15,15.530438,-1.165280
0.207790,-3.121509,7.219185e+22,22.858488,-4.876293e-06,6.980025e+20,20.843857,3.400599e+15,15.531555,-1.169435
0.207990,-3.118788,7.211708e+22,22.858038,-4.835636e-06,6.999120e+20,20.845043,3.409302e+15,15.532665,-1.173611
0.208190,-3.116067,7.204230e+22,22.857588,-4.792768e-06,7.018090e+20,20.846219,3.417983e+15,15.533770,-1.177801
0.208390,-3.113346,7.196754e+22,22.857137,-4.747978e-06,7.036918e+20,20.847382,3.426658e+15,15.534871,-1.181997
0.208590,-3.110624,7.189281e+22,22.856685,-4.701739e-06,7.055586e+20,20.848533,3.435339e+15,15.535970,-1.186197
0.208790,-3.107903,7.181812e+22,22.856234,-4.654631e-06,7.074084e+20,20.849670,3.444030e+15,15.537067,-1.190401
0.208990,-3.105182,7.174347e+22,22.855782,-4.607256e-06,7.092409e+20,20.850794,3.452730e+15,15.538163,-1.194612
0.209190,-3.102461,7.166888e+22,22.855331,-4.560144e-06,7.110564e+20,20.851904,3.461432e+15,15.539256,-1.198837
0.209390,-3.099740,7.159435e+22,22.854879,-4.513691e-06,7.128554e+20,20.853001,3.470123e+15,15.540345,-1.203083
0.209590,-3.097019,7.151990e+22,22.854427,-4.468130e-06,7.146390e+20,20.854087,3.478790e+15,15.541428,-1.207353
0.209790,-3.094298,7.144551e+22,22.853975,-4.423538e-06,7.164082e+20,20.855161,3.487420e+15,15.542504,-1.211650
0.209990,-3.091576,7.137121e+22,22.853523,-4.379885e-06,7.181636e+20,20.856223,3.496003e+15,15.543572,-1.215972
0.210190,-3.088855,7.129698e+22,22.853071,-4.337087e-06,7.199058e+20,20.857276,3.504532e+15,15.544630,-1.220314
0.210390,-3.086134,7.122285e+22,22.852619,-4.295064e-06,7.216353e+20,20.858318,3.513003e+15,15.545679,-1.224669
0.210590,-3.083413,7.114879e+22,22.852168,-4.253778e-06,7.233523e+20,20.859350,3.521414e+15,15.546717,-1.229030
0.210790,-3.080692,7.107483e+22,22.851716,-4.213234e-06,7.250569e+20,20.860372,3.529762e+15,15.547745,-1.233391
0.210990,-3.077971,7.100095e+22,22.851264,-4.173457e-06,7.267497e+20,20.861385,3.538042e+15,15.548763,-1.237749
0.211190,-3.075250,7.092717e+22,22.850813,-4.134444e-06,7.284311e+20,20.862388,3.546248e+15,15.549769,-1.242106
0.211390,-3.072528,7.085347e+22,22.850361,-4.096115e-06,7.301019e+20,20.863383,3.554371e+15,15.550763,-1.246465
0.211590,-3.069807,7.077987e+22,22.849910,-4.058278e-06,7.317627e+20,20.864370,3.562401e+15,15.551743,-1.250830
0.211790,-3.067086,7.070636e+22,22.849458,-4.020621e-06,7.334141e+20,20.865349,3.570329e+15,15.552708,-1.255209
0.211990,-3.064365,7.063294e+22,22.849007,-3.982749e-06,7.350562e+20,20.866321,3.578153e+15,15.553659,-1.259606
0.212190,-3.061644,7.055961e+22,22.848556,-3.944241e-06,7.366885e+20,20.867284,3.585874e+15,15.554595,-1.264024
0.212390,-3.058923,7.048637e+22,22.848105,-3.904728e-06,7.383101e+20,20.868239,3.593498e+15,15.555517,-1.268464
0.212590,-3.056202,7.041322e+22,22.847654,-3.863970e-06,7.399198e+20,20.869185,3.601037e+15,15.556428,-1.272926
0.212790,-3.053481,7.034015e+22,22.847203,-3.821909e-06,7.415158e+20,20.870120,3.608508e+15,15.557328,-1.277410
0.212990,-3.050759,7.026718e+22,22.846753,-3.778682e-06,7.430968e+20,20.871045,3.615922e+15,15.558219,-1.281917
0.213190,-3.048038,7.019430e+22,22.846302,-3.734594e-06,7.446614e+20,20.871959,3.623291e+15,15.559103,-1.286448
0.213390,-3.045317,7.012150e+22,22.845851,-3.690048e-06,7.462091e+20,20.872861,3.630618e+15,15.559981,-1.291006
0.213590,-3.042596,7.004879e+22,22.845401,-3.645448e-06,7.477397e+20,20.873750,3.637901e+15,15.560851,-1.295594
0.213790,-3.039875,6.997617e+22,22.844950,-3.601102e-06,7.492539e+20,20.874629,3.645127e+15,15.561713,-1.300212
0.213990,-3.037154,6.990363e+22,22.844500,-3.557138e-06,7.507524e+20,20.875497,3.652284e+15,15.562565,-1.304861
0.214190,-3.034433,6.983118e+22,22.844049,-3.513475e-06,7.522363e+20,20.876354,3.659355e+15,15.563405,-1.309534
0.214390,-3.031711,6.975882e+22,22.843599,-3.469840e-06,7.537063e+20,20.877202,3.666330e+15,15.564231,-1.314222
